##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-02   +6.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-02   +9.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-02   +1.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.2000000e-01   +1.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.5000000e-01   +1.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.8000000e-01   +2.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.1000000e-01   +2.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.4000000e-01   +2.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.7000000e-01   +3.0000000e-01   +2.7202000e-13   +2.7202000e-13
  +3.0000000e-01   +3.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.3000000e-01   +3.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.6000000e-01   +3.9000000e-01   +2.7202000e-13   +2.7202000e-13
  +3.9000000e-01   +4.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.2000000e-01   +4.5000000e-01   +2.7202000e-13   +2.7202000e-13
  +4.5000000e-01   +4.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.8000000e-01   +5.1000000e-01   +8.1606000e-13   +4.7115246e-13
  +5.1000000e-01   +5.4000000e-01   +2.7202000e-13   +2.7202000e-13
  +5.4000000e-01   +5.7000000e-01   +5.4404000e-13   +3.8469437e-13
  +5.7000000e-01   +6.0000000e-01   +2.1761800e-12   +7.6939437e-13
  +6.0000000e-01   +6.3000000e-01   +3.5362800e-12   +9.8078944e-13
  +6.3000000e-01   +6.6000000e-01   +2.9922600e-12   +9.0219067e-13
  +6.6000000e-01   +6.9000000e-01   +6.8007000e-12   +1.3601043e-12
  +6.9000000e-01   +7.2000000e-01   +6.5285000e-12   +1.3326339e-12
  +7.2000000e-01   +7.5000000e-01   +1.2785000e-11   +1.8648707e-12
  +7.5000000e-01   +7.8000000e-01   +1.3057000e-11   +1.8846206e-12
  +7.8000000e-01   +8.1000000e-01   +2.2033700e-11   +2.4481517e-12
  +8.1000000e-01   +8.4000000e-01   +2.7202300e-11   +2.7202103e-12
  +8.4000000e-01   +8.7000000e-01   +3.4002900e-11   +3.0413683e-12
  +8.7000000e-01   +9.0000000e-01   +4.2435500e-11   +3.3975543e-12
  +9.0000000e-01   +9.3000000e-01   +5.4132000e-11   +3.8373197e-12
  +9.3000000e-01   +9.6000000e-01   +6.8276000e-11   +4.3096717e-12
  +9.6000000e-01   +9.9000000e-01   +8.4600000e-11   +4.7971530e-12
  +9.9000000e-01   +1.0200000e+00   +1.0799200e-10   +5.4200187e-12
  +1.0200000e+00   +1.0500000e+00   +1.2567400e-10   +5.8468881e-12
  +1.0500000e+00   +1.0800000e+00   +1.3274700e-10   +6.0091561e-12
  +1.0800000e+00   +1.1100000e+00   +1.6810900e-10   +6.7623811e-12
  +1.1100000e+00   +1.1400000e+00   +1.9966400e-10   +7.3697600e-12
  +1.1400000e+00   +1.1700000e+00   +2.3203600e-10   +7.9447202e-12
  +1.1700000e+00   +1.2000000e+00   +2.7175100e-10   +8.5978089e-12
  +1.2000000e+00   +1.2300000e+00   +2.9868000e-10   +9.0137817e-12
  +1.2300000e+00   +1.2600000e+00   +3.2805900e-10   +9.4466209e-12
  +1.2600000e+00   +1.2900000e+00   +4.0449400e-10   +1.0489613e-11
  +1.2900000e+00   +1.3200000e+00   +4.0558400e-10   +1.0503721e-11
  +1.3200000e+00   +1.3500000e+00   +4.4232000e-10   +1.0968997e-11
  +1.3500000e+00   +1.3800000e+00   +4.5564000e-10   +1.1132946e-11
  +1.3800000e+00   +1.4100000e+00   +4.7469000e-10   +1.1363238e-11
  +1.4100000e+00   +1.4400000e+00   +4.9779000e-10   +1.1636764e-11
  +1.4400000e+00   +1.4700000e+00   +4.9998000e-10   +1.1662134e-11
  +1.4700000e+00   +1.5000000e+00   +5.0052000e-10   +1.1668459e-11
  +1.5000000e+00   +1.5300000e+00   +5.0650000e-10   +1.1738002e-11
  +1.5300000e+00   +1.5600000e+00   +4.8692000e-10   +1.1508834e-11
  +1.5600000e+00   +1.5900000e+00   +4.5917000e-10   +1.1176126e-11
  +1.5900000e+00   +1.6200000e+00   +4.7278000e-10   +1.1340424e-11
  +1.6200000e+00   +1.6500000e+00   +4.1238000e-10   +1.0591421e-11
  +1.6500000e+00   +1.6800000e+00   +3.9470400e-10   +1.0361926e-11
  +1.6800000e+00   +1.7100000e+00   +3.8083100e-10   +1.0178135e-11
  +1.7100000e+00   +1.7400000e+00   +3.4111600e-10   +9.6328881e-12
  +1.7400000e+00   +1.7700000e+00   +3.0058400e-10   +9.0424493e-12
  +1.7700000e+00   +1.8000000e+00   +2.6767000e-10   +8.5329824e-12
  +1.8000000e+00   +1.8300000e+00   +2.1489700e-10   +7.6456958e-12
  +1.8300000e+00   +1.8600000e+00   +1.8279900e-10   +7.0516012e-12
  +1.8600000e+00   +1.8900000e+00   +1.3057100e-10   +5.9596974e-12
  +1.8900000e+00   +1.9200000e+00   +9.2216000e-11   +5.0084286e-12
  +1.9200000e+00   +1.9500000e+00   +4.8692000e-11   +3.6394299e-12
  +1.9500000e+00   +1.9800000e+00   +2.0945700e-11   +2.3869820e-12
  +1.9800000e+00   +2.0100000e+00   +7.8887200e-12   +1.4648851e-12
  +2.0100000e+00   +2.0400000e+00   +4.8964200e-12   +1.1540902e-12
  +2.0400000e+00   +2.0700000e+00   +1.6321300e-12   +6.6631553e-13
  +2.0700000e+00   +2.1000000e+00   +8.1606000e-13   +4.7115705e-13
  +2.1000000e+00   +2.1300000e+00   +1.0880800e-12   +5.4404398e-13
