##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-02   +6.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-02   +9.0000000e-02   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-02   +1.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.2000000e-01   +1.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.5000000e-01   +1.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +1.8000000e-01   +2.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.1000000e-01   +2.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +2.4000000e-01   +2.7000000e-01   +8.0598000e-13   +5.6992000e-13
  +2.7000000e-01   +3.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.0000000e-01   +3.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.3000000e-01   +3.6000000e-01   +4.0299000e-13   +4.0299000e-13
  +3.6000000e-01   +3.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +3.9000000e-01   +4.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.2000000e-01   +4.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.5000000e-01   +4.8000000e-01   +4.0299000e-13   +4.0299000e-13
  +4.8000000e-01   +5.1000000e-01   +1.6119600e-12   +8.0598430e-13
  +5.1000000e-01   +5.4000000e-01   +3.2239500e-12   +1.1398314e-12
  +5.4000000e-01   +5.7000000e-01   +3.6269500e-12   +1.2089757e-12
  +5.7000000e-01   +6.0000000e-01   +3.2239500e-12   +1.1398314e-12
  +6.0000000e-01   +6.3000000e-01   +4.0299300e-12   +1.2743749e-12
  +6.3000000e-01   +6.6000000e-01   +8.8658200e-12   +1.8901951e-12
  +6.6000000e-01   +6.9000000e-01   +1.1686980e-11   +2.1701675e-12
  +6.9000000e-01   +7.2000000e-01   +2.0955400e-11   +2.9059939e-12
  +7.2000000e-01   +7.5000000e-01   +2.3776400e-11   +3.0954692e-12
  +7.5000000e-01   +7.8000000e-01   +2.8209300e-11   +3.3716887e-12
  +7.8000000e-01   +8.1000000e-01   +3.4254300e-11   +3.7154398e-12
  +8.1000000e-01   +8.4000000e-01   +5.6015700e-11   +4.7512132e-12
  +8.4000000e-01   +8.7000000e-01   +7.3747800e-11   +5.4515116e-12
  +8.7000000e-01   +9.0000000e-01   +8.6241400e-11   +5.8952489e-12
  +9.0000000e-01   +9.3000000e-01   +1.1283980e-10   +6.7433391e-12
  +9.3000000e-01   +9.6000000e-01   +1.3178100e-10   +7.2873769e-12
  +9.6000000e-01   +9.9000000e-01   +1.8053900e-10   +8.5296962e-12
  +9.9000000e-01   +1.0200000e+00   +1.9625400e-10   +8.8932005e-12
  +1.0200000e+00   +1.0500000e+00   +2.3776200e-10   +9.7886132e-12
  +1.0500000e+00   +1.0800000e+00   +3.0224200e-10   +1.1036326e-11
  +1.0800000e+00   +1.1100000e+00   +3.3045200e-10   +1.1539877e-11
  +1.1100000e+00   +1.1400000e+00   +3.9573800e-10   +1.2628428e-11
  +1.1400000e+00   +1.1700000e+00   +4.4127700e-10   +1.3335296e-11
  +1.1700000e+00   +1.2000000e+00   +5.4524300e-10   +1.4823273e-11
  +1.2000000e+00   +1.2300000e+00   +5.9118500e-10   +1.5435126e-11
  +1.2300000e+00   +1.2600000e+00   +6.8589000e-10   +1.6625503e-11
  +1.2600000e+00   +1.2900000e+00   +7.2498100e-10   +1.7092686e-11
  +1.2900000e+00   +1.3200000e+00   +8.2815600e-10   +1.8268456e-11
  +1.3200000e+00   +1.3500000e+00   +8.7731000e-10   +1.8802807e-11
  +1.3500000e+00   +1.3800000e+00   +9.2203000e-10   +1.9276267e-11
  +1.3800000e+00   +1.4100000e+00   +1.0163400e-09   +2.0237996e-11
  +1.4100000e+00   +1.4400000e+00   +1.0240000e-09   +2.0314090e-11
  +1.4400000e+00   +1.4700000e+00   +1.0074700e-09   +2.0149566e-11
  +1.4700000e+00   +1.5000000e+00   +1.0284400e-09   +2.0358005e-11
  +1.5000000e+00   +1.5300000e+00   +1.0574300e-09   +2.0643229e-11
  +1.5300000e+00   +1.5600000e+00   +1.0191600e-09   +2.0266051e-11
  +1.5600000e+00   +1.5900000e+00   +9.5709000e-10   +1.9639336e-11
  +1.5900000e+00   +1.6200000e+00   +9.7525000e-10   +1.9824472e-11
  +1.6200000e+00   +1.6500000e+00   +9.4542000e-10   +1.9519080e-11
  +1.6500000e+00   +1.6800000e+00   +9.1963000e-10   +1.9250989e-11
  +1.6800000e+00   +1.7100000e+00   +8.9222000e-10   +1.8961994e-11
  +1.7100000e+00   +1.7400000e+00   +8.5151700e-10   +1.8524459e-11
  +1.7400000e+00   +1.7700000e+00   +8.5030000e-10   +1.8511279e-11
  +1.7700000e+00   +1.8000000e+00   +7.9630500e-10   +1.7913822e-11
  +1.8000000e+00   +1.8300000e+00   +7.5077100e-10   +1.7394115e-11
  +1.8300000e+00   +1.8600000e+00   +7.4190300e-10   +1.7291118e-11
  +1.8600000e+00   +1.8900000e+00   +7.1248500e-10   +1.6944747e-11
  +1.8900000e+00   +1.9200000e+00   +6.7178600e-10   +1.6453699e-11
  +1.9200000e+00   +1.9500000e+00   +6.5727700e-10   +1.6275049e-11
  +1.9500000e+00   +1.9800000e+00   +6.0085700e-10   +1.5560883e-11
  +1.9800000e+00   +2.0100000e+00   +5.6579900e-10   +1.5100079e-11
  +2.0100000e+00   +2.0400000e+00   +5.0253100e-10   +1.4230758e-11
  +2.0400000e+00   +2.0700000e+00   +4.6303800e-10   +1.3660133e-11
  +2.0700000e+00   +2.1000000e+00   +4.3845600e-10   +1.3292624e-11
  +2.1000000e+00   +2.1300000e+00   +3.8848400e-10   +1.2512233e-11
