# -----------------------------------------------------------------------------------------------------------
# Grid points of bottom-philic t-channel model obeying Omega h^2 = 0.12
# Data corresponds to results shown in Fig. 9 of
# "Bound-state effects on dark matter coannihilation: Pushing the boundaries of conversion-driven freeze-out"
# Mathias Garny, Jan Heisig, Phys.Rev.D 105 (2022) 5, 055004 [arXiv: 2112.01499]
# -----------------------------------------------------------------------------------------------------------
#        mx[GeV]    deltam[GeV]     msb[GeV]          yDMrelic                    ctau[m]                   relic_density              relDelta
         150        19.49875        169.49875        3.398037042388564e-7        0.011146415875493766        0.12000022131887497        0.95
         150        19.809250000000002        169.80925        4.03869837819838e-7        0.007664518966554147        0.12000011927929768        0.97
         150        20.119750000000003        170.11975        5.408563488325138e-7        0.004153466531979504        0.1200000427865214        0.99
         150        20.275000000000002        170.275        7.096586460465907e-7        0.002378827772942061        0.12000002407823024        1.0
         200        4.75        204.75        2.740166390126889e-7        2.1446387981481116        0.1199653258922027        0.0
         200        5.0       205.0       2.1656480897448946e-7        1.316765599352327        0.11999499520863839        0.01307969194709526
         200        5.323408        205.323408        1.9613227246797388e-7        1.0315373035951891        0.11998626470327929        0.03
         200        5.896816        205.896816        1.8149565687229538e-7        0.766793521678412        0.11999635668825855        0.06
         200        6.66136        206.66136        1.7356059328970216e-7        0.5635006577434237        0.11999378861790241        0.1
         200        8.190448        208.190448        1.685404957442025e-7        0.3465214665735152        0.11999337895613622        0.18
         200        11.057488000000001        211.057488        1.6933274254438915e-7        0.17477250710405456        0.1199940781868598        0.33
         200        14.3068        214.3068        1.763093836450396e-7        0.09500191143863551        0.11999574878116004        0.5
         200        17.173840000000002        217.17384        1.9022202121940701e-7        0.057050814389510374        0.11995441146618613        0.65
         200        20.04088        220.04088000000002        2.2457590344297947e-7        0.030498318799628797        0.11995314239093338        0.8
         200        21.952240000000003        221.95224000000002        2.857250646675633e-7        0.015889386793981775        0.11998790987572021        0.9
         200        22.90792        222.90792        3.677181479043036e-7        0.008865365444417565        0.11999592773296941        0.95
         200        23.290192        223.290192        4.397214169726548e-7        0.006013353105514873        0.11999786614252941        0.97
         200        23.672464        223.672464        6.029311304333795e-7        0.003104048571684323        0.11999937750021437        0.99
         200        23.8636        223.8636        8.281886250236834e-7        0.001621030799659249        0.11999999769498734        1.0
         250        4.75        254.75        2.9464498037506895e-7        2.2918829854000027        0.11999257435601283        0.0
         250        5.0       255.0       2.3791995883654748e-7        1.3475685342835342        0.11999456625179684        0.011328466624071632
         250        5.412049        255.412049        2.1348815274269155e-7        0.9854755281977521        0.1199907666326517        0.03
         250        6.074098        256.074098        1.9903479214633672e-7        0.7075170732855003        0.11999674761859991        0.06
         250        6.95683        256.95683        1.9165822471544794e-7        0.5027317816813677        0.11999468954357638        0.1
         250        8.722294        258.722294        1.8765885319889686e-7        0.29557198665762624        0.11999461245166143        0.18
         250        12.032539        262.032539        1.8983362585469555e-7        0.14223074038127628        0.11999536261593954        0.33
         250        15.78415        265.78415        1.975656002198535e-7        0.07561389681152715        0.11999479411553303        0.5
         250        19.094395        269.094395        2.1079378628695625e-7        0.045783487159789374        0.11994756424411666        0.65
         250        22.40464        272.40464        2.441893146615614e-7        0.025151690495028453        0.11995835710088329        0.8
         250        24.61147        274.61147        3.0704796600712394e-7        0.013337592735423608        0.1199851897316196        0.9
         250        25.714885        275.714885        3.94332438103353e-7        0.007453287196253283        0.11999476576760915        0.95
         250        26.156251        276.156251        4.7296449270190704e-7        0.005020251124097799        0.1199971592148534        0.97
         250        26.597617        276.597617        6.583179901217744e-7        0.0025123401700553848        0.11999890334168066        0.99
         250        26.8183        276.8183        9.447998946616854e-7        0.0012012896002947283        0.11992112303453784        1.0
         300        4.75        304.75        3.1250679580008377e-7        2.425984696104623        0.11999365428282933        0.0
         300        5.0       305.0       2.5700401661756944e-7        1.374817289692397        0.11999437249203346        0.01020075077525706
         300        5.48524        305.48524        2.2972336084709908e-7        0.948502398412764        0.1199942217266046        0.03
         300        6.22048        306.22048        2.1555639927752245e-7        0.6619199688492848        0.11991182574409821        0.06
         300        7.2008        307.2008        2.0876037651353346e-7        0.4578961588637866        0.11999578529633727        0.1
         300        9.161439999999999        309.16143999999997        2.058761900912744e-7        0.2596959659800082        0.11999567099335014        0.18
         300        12.83764        312.83764        2.096340827281486e-7        0.12031301639595604        0.11999584871102457        0.33
         300        17.003999999999998        317.004        2.1833053614813562e-7        0.06279564133524397        0.11999526820083618        0.5
         300        20.6802        320.6802        2.3127468966843644e-7        0.03818105747206322        0.11992414957228882        0.65
         300        24.3564        324.3564        2.637227004567263e-7        0.02147935591020033        0.11997507722738845        0.8
         300        26.807199999999998        326.8072        3.278957447884953e-7        0.011599840118539834        0.11998617766773337        0.9
         300        28.0326        328.0326        4.1978327835706515e-7        0.00651050937134798        0.11999510569097721        0.95
         300        28.522759999999998        328.52276        5.041913891652286e-7        0.004369805063205453        0.11999739577797026        0.97
         300        29.012919999999998        329.01292        7.088182087438796e-7        0.0021420830698371967        0.11999899434902705        0.99
         300        29.258        329.258        1.0408007956130226e-6        0.0009781241431623584        0.11995877616948368        1.0
         350        4.75        354.75        3.306681884729281e-7        2.513964004102914        0.1199886637915769        0.0
         350        5.0       355.0       2.756242265089645e-7        1.3866016487278212        0.1199943490207955        0.009416302255769367
         350        5.546491        355.546491        2.4574414969376397e-7        0.9130171807843325        0.11999243004434239        0.03
         350        6.342982        356.342982        2.3166874200217624e-7        0.6234447370685889        0.11994469486443446        0.06
         350        7.4049700000000005        357.40497        2.2538674318588927e-7        0.4221858503046878        0.11990803602702947        0.1
         350        9.528946000000001        359.528946        2.235921142345873e-7        0.2326366534509887        0.11992230545913074        0.18
         350        13.511401000000001        363.511401        2.2916938043426988e-7        0.10435340133660845        0.11999715683496164        0.33
         350        18.02485        368.02485        2.3881454251682506e-7        0.05370134601303155        0.11999625347599466        0.5
         350        22.007305000000002        372.007305        2.5200718770439514e-7        0.03264513785822304        0.11999508874131105        0.65
         350        25.989760000000004        375.98976        2.8358397922180117e-7        0.01874534749005093        0.11998916644277084        0.8
         350        28.644730000000003        378.64473        3.4882367991389294e-7        0.010308943417261834        0.11999046982009409        0.9
         350        29.972215        379.972215        4.4498101604165193e-7        0.005818790030280802        0.11999653236758501        0.95
         350        30.503209000000002        380.503209        5.346921365642886e-7        0.0038998303374471227        0.11999822858603626        0.97
         350        31.034203        381.034203        7.593752379821967e-7        0.0018721873511845927        0.1199527980934018        0.99
         350        31.2997        381.29970000000003        1.1304007710720138e-6        0.000831573021808878        0.11998799690409659        1.0
         400        4.75        404.75        3.470634270124747e-7        2.5972105599866087        0.11998631366532236        0.0
         400        5.0       405.0       2.9287955625356147e-7        1.397437921419773        0.11999448616837377        0.008857144881633116
         400        5.596774        405.596774        2.61147800868609e-7        0.8835724934194598        0.11999260191739973        0.03
         400        6.443548        406.443548        2.4729088913377523e-7        0.5921021651488478        0.11997819491580972        0.06
         400        7.57258        407.57258        2.4157398692415833e-7        0.3938572619029543        0.11996037661673098        0.1
         400        9.830644        409.830644        2.411145208444155e-7        0.21156226294946953        0.11998863702093712        0.18
         400        14.064514        414.064514        2.486567396702625e-7        0.09235326046559472        0.11995678744536        0.33
         400        18.8629        418.8629        2.5940224898376276e-7        0.04694960685339276        0.1199105788857208        0.5
         400        23.09677        423.09677        2.729141134014796e-7        0.028537407477245962        0.1199956235393081        0.65
         400        27.330640000000002        427.33064        3.038240935459719e-7        0.016664653789849243        0.11995572447191642        0.8
         400        30.15322        430.15322        3.7006291537007384e-7        0.009322279657642155        0.11992465117978122        0.9
         400        31.56451        431.56451        4.703839289834869e-7        0.005293462773850491        0.11994530742211976        0.95
         400        32.129025999999996        432.129026        5.649884677236481e-7        0.0035489854142660613        0.11997413349879327        0.97
         400        32.693542        432.693542        8.031529351901748e-7        0.0016998123084441912        0.11999572433878958        0.99
         400        32.9758        432.9758        1.2140103742712046e-6        0.0007320823869789409        0.12000980125351787        1.0
         450        4.75        454.75        3.622898448095637e-7        2.6727258550529753        0.11998394905812249        0.0
         450        5.0       455.0       3.091070323679127e-7        1.406663775550358        0.11999462222164047        0.00845037097128564
         450        5.637535        455.637535        2.7616975529705184e-7        0.8583240186315154        0.11999286339112013        0.03
         450        6.5250699999999995        456.52507        2.6267618140422084e-7        0.5656665648441562        0.11999991989400334        0.06
         450        7.70845        457.70845        2.576435728061893e-7        0.3704022644548351        0.11999964927925323        0.1
         450        10.075209999999998        460.07520999999997        2.58594489540893e-7        0.19470829143049417        0.11999767507822086        0.18
         450        14.512885        464.512885        2.676847783766404e-7        0.08338797403013391        0.11999863139981062        0.33
         450        19.54225        469.54225        2.7972993302078613e-7        0.041916798947609406        0.11995551597682062        0.5
         450        23.979924999999998        473.979925        2.9421449491733465e-7        0.025370693070255863        0.11990448020060673        0.65
         450        28.4176        478.4176        3.248747929290805e-7        0.015002933878514613        0.11993598324611301        0.8
         450        31.37605        481.37605        3.915042540448833e-7        0.008555632584972151        0.11999266440119351        0.9
         450        32.855275        482.855275        4.944968348677205e-7        0.004915298577422841        0.1200757085017063        0.95
         450        33.446965        483.446965        5.935081122563078e-7        0.0032991377607042376        0.1200529896723579        0.97
         450        34.038655        484.038655        8.460098114779112e-7        0.001570936374978432        0.12003049930872844        0.99
         450        34.3345        484.3345        1.2939025299183971e-6        0.0006607474583196019        0.12002453109868913        1.0
         500        4.75        504.75        3.7528872324861724e-7        2.7603448618184405        0.1199803036669252        0.0
         500        5.0       505.0       3.236920163237222e-7        1.421464539092399        0.11999475251546758        0.008148896639395027
         500        5.67037        505.67037        2.9037997981166716e-7        0.8393196285941793        0.11999296386842136        0.03
         500        6.590739999999999        506.59074        2.775013607990588e-7        0.544545224899672        0.11999895012229733        0.06
         500        7.8179        507.8179        2.732314857523252e-7        0.3517157869900853        0.11999775290561294        0.1
         500        10.272219999999999        510.27222        2.753507554491603e-7        0.1818952509025495        0.11999615327559066        0.18
         500        14.87407        514.87407        2.863998494228673e-7        0.076456154758277        0.11999621986807198        0.33
         500        20.089499999999997        520.0895        3.004790053744407e-7        0.03789165184469647        0.11999954666412645        0.5
         500        24.691349999999996        524.6913499999999        3.156558117730712e-7        0.022901430426347267        0.1199395985387663        0.65
         500        29.2932        529.2932        3.463782540225013e-7        0.013671568105827162        0.11993002210592339        0.8
         500        32.36109999999999        532.3611        4.1367458957784264e-7        0.007924446946322864        0.11998667488147634        0.9
         500        33.89505        533.89505        5.211710751500729e-7        0.004572273156308105        0.11999624575276241        0.95
         500        34.50863        534.50863        6.251186283033575e-7        0.0030719288461640262        0.11999800508379917        0.97
         500        35.122209999999995        535.12221        8.887591943608996e-7        0.0014699155139744338        0.12005581639642685        0.99
         500        35.428999999999995        535.429        1.371644825142817e-6        0.0006070742951461301        0.12003320601049926        1.0
         600        4.75        604.75        4.0281935142312147e-7        2.8639007064874784        0.11998394638235502        0.0
         600        5.0       605.0       3.533048275667833e-7        1.426038593570375        0.12001334695960429        0.007786003257663763
         600        5.713267        605.713267        3.194873366603876e-7        0.8030091533066519        0.1199949264803896        0.03
         600        6.676534        606.676534        3.075574434723664e-7        0.5093089104148235        0.11999750005266914        0.06
         600        7.96089        607.96089        3.0451723729626006e-7        0.3227706423148065        0.11999736172576998        0.1
         600        10.529602        610.529602        3.090125267753366e-7        0.16287500337664268        0.11999425715687438        0.18
         600        15.345937        615.345937        3.2528313461666116e-7        0.06604057701102212        0.11999413468008545        0.33
         600        20.80445        620.80445        3.4252246265660095e-7        0.03221769385145944        0.11999634652504204        0.5
         600        25.620785        625.620785        3.6003890250030554e-7        0.019343540021821395        0.11999865419260092        0.65
         600        30.43712        630.43712        3.9160853619402643e-7        0.011701764272114223        0.11995464251441022        0.8
         600        33.64801        633.64801        4.6056677744017323e-7        0.006976330172363652        0.11998289661116045        0.9
         600        35.253454999999995        635.253455        5.752944396545695e-7        0.0040899636787578965        0.11999517357864062        0.95
         600        35.895633        635.895633        6.882032791013019e-7        0.002761265035964375        0.11999766187758046        0.97
         600        36.537811        636.537811        9.737913721773612e-7        0.0013333247547415966        0.12009976609905909        0.99
         600        36.8589        636.8589        1.5187912755962074e-6        0.0005390613168951103        0.12004600701025013        1.0
         700        4.75        704.75        4.3002387507602603e-7        2.9236573144112876        0.11994294660491381        0.0
         700        5.0       705.0       3.82252523576571e-7        1.417176895786349        0.11998865648912384        0.007646382343585603
         700        5.730856        705.730856        3.476253245261581e-7        0.7790457468628653        0.1199929690357571        0.03
         700        6.711712        706.711712        3.3577069827911693e-7        0.4891201447404491        0.11999637156318683        0.06
         700        8.01952        708.01952        3.3412261122389746e-7        0.3058401266816407        0.11999534771714747        0.1
         700        10.635136        710.635136        3.429531116827784e-7        0.15011969123195207        0.11999634104914979        0.18
         700        15.539416000000001        715.539416        3.6401324043550897e-7        0.05952246202681601        0.11999766198859867        0.33
         700        21.0976        721.0976        3.8563879765668324e-7        0.028558729937151712        0.11999634158459799        0.5
         700        26.00188        726.00188        4.063007642513029e-7        0.017013712878797122        0.11999470504586006        0.65
         700        30.90616        730.90616        4.4028396072107347e-7        0.010341016135511218        0.11999856000224424        0.8
         700        34.17568        734.17568        5.115392247356032e-7        0.0063067234710512034        0.1199935030932651        0.9
         700        35.81044        735.81044        6.335384520306508e-7        0.003757999946453023        0.11999828304822546        0.95
         700        36.464344        736.464344        7.553870091741433e-7        0.002553109184705959        0.11999931484855461        0.97
         700        37.118248        737.118248        1.0771587864845438e-6        0.0012135018460409772        0.11999977919665797        0.99
         700        37.4452        737.4452        1.659768082566523e-6        0.0005025795019579801        0.12005082181355672        1.0
         800        4.75        804.75        4.5513547785841574e-7        2.976534525203835        0.11996204845686055        0.0
         800        5.0       805.0       4.0953479561030007e-7        1.4079745145483489        0.11999583105179831        0.007681435506667486
         800        5.72638        805.72638        3.760400481446148e-7        0.761470820740897        0.11999177620787849        0.03
         800        6.70276        806.70276        3.650555039990314e-7        0.47350938960537736        0.11999564943200584        0.06
         800        8.0046        808.0046        3.644872385841637e-7        0.29418931245672364        0.11999481715192141        0.1
         800        10.60828        810.60828        3.7596786673496846e-7        0.14299905362449414        0.11999820091758884        0.18
         800        15.49018        815.49018        4.031069381253266e-7        0.05552746643876809        0.11999933335212018        0.33
         800        21.023        821.023        4.3032886782707165e-7        0.02620420343373191        0.11999932853944661        0.5
         800        25.9049        825.9049        4.548550977864694e-7        0.015489743099500979        0.1199962154894372        0.65
         800        30.7868        830.7868        4.93020192435342e-7        0.009396927921123217        0.11999464171445369        0.8
         800        34.041399999999996        834.0414        5.673477874877483e-7        0.005836240326908345        0.11999926109610329        0.9
         800        35.6687        835.6687        6.970691737293958e-7        0.0035319247729069378        0.1199998697168271        0.95
         800        36.31962        836.31962        8.281099073815393e-7        0.0024166224141212345        0.11999994408624853        0.97
         800        36.97054        836.97054        1.175175408423504e-6        0.0011595423930781431        0.11999998656787335        0.99
         800        37.296        837.296        1.7961103697433492e-6        0.0004880715854113612        0.1200515279231014        1.0
         900        4.75        904.75        4.755243709328211e-7        3.062597938002934        0.11992602170862982        0.0
         900        5.0       905.0       4.3313013846470375e-7        1.4137094486527386        0.11999344947446519        0.007866013472907876
         900        5.703469        905.703469        4.0217132628133045e-7        0.7598943806491762        0.11999137059943167        0.03
         900        6.656938        906.656938        3.9227083393545356e-7        0.4698596218457037        0.11999578017899869        0.06
         900        7.92823        907.92823        3.9345550231410027e-7        0.2902678118445681        0.1199953386807734        0.1
         900        10.470814        910.470814        4.090440694052418e-7        0.13948759871510644        0.11999981473034547        0.18
         900        15.238159        915.238159        4.4292573085897726e-7        0.05329920111740087        0.12000116849253885        0.33
         900        20.64115        920.64115        4.7651618521860455e-7        0.024801241796737886        0.11999871016425848        0.5
         900        25.408495        925.408495        5.054635822895465e-7        0.014560206542014337        0.11999931883925367        0.65
         900        30.17584        930.17584        5.48455512814088e-7        0.008811955612739477        0.11999589196599865        0.8
         900        33.35407        933.35407        6.281889217607428e-7        0.005522531422255651        0.1199988453580102        0.9
         900        34.943185        934.943185        7.66439460932611e-7        0.003388454235894074        0.11999981438512766        0.95
         900        35.578830999999994        935.578831        9.069254469419128e-7        0.0023366630428092484        0.11999992634642112        0.97
         900        36.214477        936.214477        1.2783156380141186e-6        0.0011363951004673598        0.11999997824062758        0.99
         900        36.5323        936.5323        1.9281214889486873e-6        0.0004911038602836949        0.1200497600982488        1.0
         1000       4.75        1004.75        5.008240827352686e-7        3.0637608651117967        0.11992138410126753        0.0
         1000       5.0       1005.0       4.604542470210334e-7        1.3880194385275462        0.11999212863208968        0.008196076374318089
         1000       5.0550239999999995        1005.055024        4.559956017873481e-7        1.2833185893988333        0.11999461543858074        0.01
         1000       5.360048        1005.360048        4.398620999112325e-7        0.9398133330134493        0.11999807174989516        0.02
         1000       5.665071999999999        1005.665072        4.310928754613919e-7        0.7546278931606256        0.11999028192564072        0.03
         1000       5.970096        1005.970096        4.259318091610396e-7        0.6305242275295242        0.11999350198632452        0.04
         1000       6.275119999999999        1006.27512        4.2295354509378275e-7        0.538915463929176        0.1199929018052278        0.05
         1000       6.580144        1006.580144        4.21437214374041e-7        0.4675873693868832        0.11999542359554193        0.06
         1000       7.190192        1007.190192        4.2128537110045273e-7        0.36280738888566616        0.1199958492624693        0.08
         1000       7.80024        1007.80024        4.2344310970856825e-7        0.2896663081696872        0.11999578899750143        0.1
         1000       8.715311999999999        1008.715312        4.29107320374824e-7        0.21448658661105785        0.11999655821060234        0.13
         1000       10.240431999999998        1010.240432        4.418291511030077e-7        0.13929055313472474        0.11999916367259482        0.18
         1000       11.765552        1011.765552        4.555703725938758e-7        0.09646361623325357        0.12000047941577688        0.23
         1000       13.290671999999999        1013.290672        4.6936570452040826e-7        0.07000007310041587        0.11999854522050278        0.28
         1000       14.815791999999998        1014.815792        4.827219342457176e-7        0.05268148809667303        0.11999846530489884        0.33
         1000       16.340911999999996        1016.340912        4.955444670064822e-7        0.04081048673247196        0.11999841618802076        0.38
         1000       18.171056        1018.171056        5.09944702484263e-7        0.03100953520023552        0.12000109633974224        0.44
         1000       20.001199999999997        1020.0012        5.23918648607162e-7        0.02418178266075275        0.1199984992290482        0.5
         1000       22.136367999999994        1022.136368        5.394762514669699e-7        0.018596732614892402        0.1199985122470228        0.57
         1000       24.576559999999997        1024.57656        5.585001966926048e-7        0.014080459856547661        0.11999839299858814        0.65
         1000       27.016751999999997        1027.016752        5.80933994666042e-7        0.010784601333970939        0.11999645220286753        0.73
         1000       29.151919999999997        1029.15192        6.079718434089192e-7        0.008473188162916527        0.11999953058233273        0.8
         1000       30.677039999999995        1030.67704        6.383937705372866e-7        0.00695106479987723        0.11998956615702326        0.85
         1000       32.20215999999999        1032.20216        6.948067145298883e-7        0.005335096917924697        0.11999998442495775        0.9
         1000       33.117232        1033.117232        7.625005788355956e-7        0.004193280052296517        0.1199934077045738        0.93
         1000       33.72727999999999        1033.72728        8.426785153000156e-7        0.0033128499397867862        0.11999995077306193        0.95
         1000       34.12381119999999        1034.1238112        9.274893388978515e-7        0.0026729121179664395        0.11999992972730258        0.963
         1000       34.33732799999999        1034.337328        9.930361310907822e-7        0.0023034531462867037        0.11999997891275906        0.97
         1000       34.489839999999994        1034.48984        1.0536626322314752e-6        0.0020283679567948444        0.12000103527228462        0.975
         1000       34.642351999999995        1034.642352        1.1319113326753058e-6        0.0017425407770096006        0.12000000720816506        0.98
         1000       34.79486399999999        1034.794864        1.2474898725381143e-6        0.0014223578483457274        0.11993151556745828        0.985
         1000       34.94737599999999        1034.947376        1.387747403927449e-6        0.0011396051121758332        0.1199999898224043        0.99
         1000       35.09988799999999        1035.099888        1.6277100603591506e-6        0.0008213541060646472        0.12000000883002489        0.995
         1000       35.252399999999994        1035.2524        2.0552369197758614e-6        0.0005108423212296288        0.12004816431621582        1.0
         1000       35.28290239999999        1035.2829024        2.2544598010427772e-6        0.0004238311730469821        0.1199999947677177        1.001
         1100       4.75        1104.75        5.204798584874777e-7        3.117061319947442        0.11996954587500197        0.0
         1100       5.0       1105.0       4.832162280610983e-7        1.3848365535268143        0.11998753615151968        0.008681278995471846
         1100       5.613928        1105.613928        4.5729269544498153e-7        0.7658803765060079        0.11999143267745879        0.03
         1100       6.477855999999999        1106.477856        4.4857646798343983e-7        0.47569248755135285        0.11999611345231075        0.06
         1100       7.629759999999999        1107.62976        4.517167401475871e-7        0.29595254369966073        0.11999664049063563        0.1
         1100       9.933568        1109.933568        4.748982108964531e-7        0.1417903645642503        0.11999942953604094        0.18
         1100       14.253207999999999        1114.253208        5.237008920053669e-7        0.053243097445986896        0.11999976388662054        0.33
         1100       19.148799999999998        1119.1488        5.717588940797575e-7        0.02430844843908229        0.11999873778706038        0.5
         1100       23.468439999999998        1123.46844        6.14014669700275e-7        0.013990225595567635        0.11999780068477968        0.65
         1100       27.788079999999997        1127.78808        6.714789268986243e-7        0.008357335423795626        0.11999723755125197        0.8
         1100       30.667839999999998        1130.66784        7.67016168317834e-7        0.005271309188297517        0.11999908105485625        0.9
         1100       32.10771999999999        1132.10772        9.255418823597493e-7        0.00330762783657825        0.11999982962330383        0.95
         1100       32.683671999999994        1132.683672        1.0860647255559487e-6        0.0023196622612636597        0.11999993380700767        0.97
         1100       33.259623999999995        1133.259624        1.5023770425324523e-6        0.0011713425546019574        0.11999998300381198        0.99
         1100       33.547599999999996        1133.5476        2.1561852576346157e-6        0.0005591440452804983        0.12006902879021751        1.0
         1200       4.75        1204.75        5.410243551972751e-7        3.1442761367428966        0.11997394484965757        0.0
         1200       5.0       1205.0       5.065640062930886e-7        1.373414277759272        0.11998198140246658        0.00932968107418216
         1200       5.553886        1205.553886        4.844692051971856e-7        0.7798876848691418        0.11999024038668452        0.03
         1200       6.357772        1206.357772        4.770888323154451e-7        0.48606352954951676        0.11999634968421491        0.06
         1200       7.42962        1207.4296199999999        4.814975214934087e-7        0.30432859597228384        0.11999747955805896        0.1
         1200       9.573316        1209.573316        5.074506649896961e-7        0.14718542686457592        0.11999953681972211        0.18
         1200       13.592746000000002        1213.592746        5.612046633549962e-7        0.05577421977552242        0.12000015486023312        0.33
         1200       18.1481        1218.1480999999999        6.19060421449876e-7        0.025162719983892277        0.11999896434604804        0.5
         1200       22.167530000000003        1222.16753        6.689916142541178e-7        0.014365855414076492        0.1199976127172856        0.65
         1200       26.186960000000003        1226.18696        7.367405385462645e-7        0.008486731634660271        0.11999752036546381        0.8
         1200       28.866580000000003        1228.86658        8.437114739152464e-7        0.005332815106097616        0.11999933910690742        0.9
         1200       30.206390000000003        1230.20639        1.01481119685099e-6        0.0033696843085415096        0.11999997973795788        0.95
         1200       30.742314        1230.742314        1.1856724985322134e-6        0.0023841977224975126        0.11999998816339172        0.97
         1200       31.278238        1231.278238        1.6210795794488573e-6        0.0012326751762858652        0.11999998350196885        0.99
         1200       31.546200000000002        1231.5462        2.271358726093596e-6        0.0006174164233612303        0.1200640289444654        1.0
         1300       4.75        1304.75        5.635291196952983e-7        3.137297770441734        0.11995874332609269        0.0
         1300       5.0       1305.0       5.317774245042004e-7        1.3490686158147973        0.11998241977027593        0.010183714204244573
         1300       5.48647        1305.48647        5.12779156514276e-7        0.7973729899232248        0.11999061746346429        0.03
         1300       6.2229399999999995        1306.22294        5.058035422122958e-7        0.5018885396257142        0.11999603412836683        0.06
