"# mY[GeV]","log10(tau/ns)"
114.65757157532083,-1.85971943887775559
114.64964535304932,-1.84769539078156297
114.64348532945166,-1.8356713426853708
114.63737644182878,-1.82364729458917818
114.63132298367152,-1.81162324649298601
114.62532974296514,-1.79959919839679383
114.61940207549043,-1.78757515030060121
114.61354599156206,-1.77555110220440904
114.60776825916871,-1.76352705410821642
114.6020765272508,-1.75150300601202424
114.59647947385751,-1.73947895791583162
114.59098698524458,-1.72745490981963945
114.58561037372347,-1.71543086172344683
114.58036264440995,-1.70340681362725466
114.57525882417478,-1.69138276553106204
114.5703163704037,-1.67935871743486986
114.56808563382899,-1.66733466933867724
114.55541594065463,-1.65531062124248507
114.54009631690316,-1.64328657314629245
114.5252452856466,-1.63126252505010028
114.51078020311806,-1.61923847695390766
114.49663678054843,-1.60721442885771548
114.48276425646631,-1.59519038076152286
114.46912201657797,-1.58316633266533069
114.45567717893233,-1.57114228456913851
114.44240283737554,-1.5591182364729459
114.42927676303401,-1.54709418837675372
114.41628043029031,-1.5350701402805611
114.40339827643065,-1.52304609218436893
114.39061713207641,-1.51102204408817631
114.37792577813974,-1.49899799599198413
114.3653145976825,-1.48697394789579152
114.35277529977964,-1.47494989979959934
114.34030069859134,-1.46292585170340672
114.32788453518137,-1.45090180360721455
114.31934665599911,-1.43887775551102193
114.3017428611052,-1.42685370741482975
114.28407640741646,-1.41482965931863713
114.26641099306393,-1.40280561122244496
114.24874660387346,-1.39078156312625234
114.23108322592753,-1.37875751503006017
114.21342084555937,-1.36673346693386755
114.19575944934739,-1.35470941883767537
114.17809902410968,-1.3426853707414832
114.16043955689871,-1.33066132264529058
114.14278103499615,-1.3186372745490984
114.12512344590776,-1.30661322645290578
114.10746677735851,-1.29458917835671361
114.09173333209748,-1.28256513026052099
114.06390003581836,-1.27054108216432882
114.03614928076522,-1.2585170340681362
114.008398612727,-1.24649298597194402
113.98064803134481,-1.2344689378757514
113.95289753626179,-1.22244488977955923
113.92514712712297,-1.21042084168336661
113.89739680357533,-1.19839679358717444
113.86964656526784,-1.18637274549098182
113.84189641185128,-1.17434869739478964
113.8141463429785,-1.16232464929859702
113.78639635830406,-1.15030060120240485
113.75864645748455,-1.13827655310621267
113.73089664017826,-1.12625250501002006
113.70314690604553,-1.11422845691382788
113.67539725474838,-1.10220440881763526
113.64764768595074,-1.09018036072144309
113.61989819931836,-1.07815631262525047
113.5921487945187,-1.06613226452905829
113.56439947122117,-1.05410821643286568
113.54757740714578,-1.0420841683366735
113.50288568693402,-1.03006012024048088
113.45822681431402,-1.01803607214428871
113.41358570129408,-1.00601202404809609
113.36896343427713,-0.993987975951903913
113.32436119012154,-0.981963927855711294
113.27978024575557,-0.969939879759519119
113.23522198904469,-0.9579158316633265
113.19068793110658,-0.945891783567134326
113.14617972030392,-0.933867735470941707
113.10169915818769,-0.921843687374749532
113.05724821771592,-0.909819639278557357
113.0128290641358,-0.897795591182364738
112.96844407899508,-0.885771543086172564
112.92409588784322,-0.873747494989979945
112.87978739230212,-0.86172344689378777
112.83552180733128,-0.849699398797595151
112.79130270469686,-0.837675350701402976
112.7471340638838,-0.825651302605210358
112.70302033198136,-0.813627254509018183
112.65896649444332,-0.801603206412825564
112.61497815909857,-0.789579158316633389
112.57106165640019,-0.77755511022044077
112.52722415969635,-0.765531062124248596
112.48304783278203,-0.753507014028055977
112.43771119186496,-0.741482965931863802
112.36829556902485,-0.729458917835671183
112.29896724457699,-0.717434869739479009
112.22971779313761,-0.70541082164328639
112.16053983973649,-0.693386773547094215
112.0914269010677,-0.68136272545090204
112.02237325468599,-0.669338677354709422
111.95337383057279,-0.657314629258517247
111.88442412073252,-0.645290581162324628
111.81552010341575,-0.633266533066132453
111.74665817928057,-0.621242484969939834
111.67783511735435,-0.60921843687374766
111.60904800908416,-0.597194388777555041
111.54029422909758,-0.585170340681362866
111.47157140155832,-0.573146292585170247
111.40287737120688,-0.561122244488978072
111.33421017834273,-0.549098196392785454
111.26556803713619,-0.537074148296593279
111.19694931676385,-0.52505010020040066
111.12835252494796,-0.513026052104208485
111.05977629354986,-0.501002004008015866
110.99121936592435,-0.488977955911823692
110.92268058578912,-0.476953907815631517
110.85415888740151,-0.464929859719438898
110.80176182969218,-0.452905811623246724
110.71558335895776,-0.440881763527054105
110.62919763943647,-0.42885771543086193
110.54304736490643,-0.416833667334669311
110.45708319377113,-0.404809619238477136
110.37126867139247,-0.392785571142284518
110.28557628071978,-0.380761523046092343
110.19998486143997,-0.368737474949899724
110.11447787460571,-0.356713426853707549
110.0290422063328,-0.34468937875751493
109.94366732481978,-0.332665330661322756
109.85834467465776,-0.320641282565130137
109.77306723399467,-0.308617234468937962
109.68782918566068,-0.296593186372745343
109.60262566944601,-0.284569138276553168
109.51745259309206,-0.27254509018036055
109.43230648637734,-0.260521042084168375
109.34718438725481,-0.2484969939879762
109.26208375211645,-0.236472945891783581
109.17701327774411,-0.224448897795591407
109.10426387229073,-0.212424849699398788
109.0114157418506,-0.200400801603206613
108.91857508740203,-0.188376753507013994
108.8257424358359,-0.17635270541082182
108.73291836474635,-0.164328657314629201
108.64010350868007,-0.152304609218437026
108.54729856633352,-0.140280561122244407
108.45450430886946,-0.128256513026052232
108.36172158956218,-0.116232464929859614
108.26895135502501,-0.104208416833667439
108.17619465833211,-0.09218436873747482
108.08345267441783,-0.0801603206412826452
107.99072671822859,-0.0681362725450900264
107.89801826621925,-0.0561122244488978517
107.80532898193526,-0.0440881763527052328
107.71266074661617,-0.0320641282565130581
107.62001569601001,-0.0200400801603208834
107.52739626491969,-0.00801603206412826452
107.43480524144502,0.00400801603206435431
107.34224583347543,0.016032064128256529
107.26014825834392,0.0280561122244487038
107.17391628670222,0.0400801603206408785
107.0876700979361,0.0521042084168339414
107.00142512105239,0.0641282565130261162
106.91518133094974,0.0761523046092182909
106.8289387032152,0.0881763527054104657
106.7426972141009,0.100200400801603529
106.65645684050149,0.112224448897795703
106.57021755993254,0.124248496993987878
106.4839793505099,0.136272545090180053
106.3977421909297,0.148296593186373116
106.31150606044937,0.16032064128256529
106.22527093886914,0.172344689378757465
106.13903680651444,0.18436873747494964
106.05280364421905,0.196392785571141815
105.96657143330863,0.208416833667334878
105.88034015558513,0.220440881763527052
105.79410979331166,0.232464929859719227
105.70788032919803,0.244488977955911402
105.62647112305008,0.256513026052104465
105.55564087819056,0.26853707414829664
105.48488859483106,0.280561122244488814
105.41417780047925,0.292585170340680989
105.34351413493414,0.304609218436874052
105.27290430870333,0.316633266533066227
105.20235636975445,0.328657314629258401
105.1318800541972,0.340681362725450576
105.06148725341059,0.352705410821643639
104.99119264536806,0.364729458917835814
104.92101456168689,0.376753507014027988
104.8509761999003,0.388777555110220163
104.78108781138022,0.400801603206412338
106.92655523461399,0.412714889981023347
109.1545865518998,0.412713529697948223
111.3828750731279,0.412712135587588291
113.61133129989256,0.412710706372240055
115.83978771446104,0.412709240709032088
118.06824432411025,0.41270773718571635
120.29670113649787,0.412706194316129649
122.52515815968776,0.412704610535293504
124.7536154021771,0.412702984194119438
126.98207287292601,0.412701313553680948
129.2105305813895,0.412699596779012023
131.4381813299839,0.412697831932383352
133.66360225490342,0.412696016966007106
135.88902344923306,0.412694149714109837
138.11444492478475,0.412692227884311702
140.33986669407105,0.412690249048237034
142.5652887703581,0.412688210631278307
144.7907111677231,0.412686109901420128
147.0175448456481,0.412683943957023014
149.24479836461506,0.412681709713451639
151.47205227044284,0.412679403888417451
153.69930658202563,0.412677022985889597
155.92649746948294,0.412674563278408735
158.1513902034224,0.412672020787614446
160.3762834077359,0.412669391262773633
162.6011771069967,0.412666670157064541
164.82607132751994,0.412663852601340142
167.05096609752002,0.412660933375049943
169.27586144728497,0.412657906873957481
171.50075740937046,0.412654767074231155
173.72565401881616,0.412651507492425962
175.95055131338722,0.412648121140795909
178.1754493338446,0.412644600477289125
180.40034812424793,0.412640937349472658
182.62524773229623,0.412637122931509337
184.8501482097118,0.412633147653161447
187.07504961267315,0.412629001119618533
189.29995200230582,0.412624672020735994
191.52485544523893,0.41262014802801511
193.74976735744312,0.412614056952746555
195.9746924145371,0.412605533657864732
198.19962133842614,0.412596294883806003
200.42464621834313,0.41258624659340426
202.6511029572599,0.412575996896488717
204.8775626948451,0.412565083777569952
207.10285132960573,0.412555879750129306
209.32747946775066,0.412548342381809152
211.5522723436157,0.412540371721991372
213.7770673974117,0.41253192930284982
216.00186482839308,0.41252297196410298
218.22663532627126,0.412519848576325343
220.4513995352159,0.412518087427792279
222.67616383835227,0.412516305876495959
224.90092823732664,0.412514503565824253
227.12569273382397,0.412512680130805498
229.35045732956894,0.41251083519786208
