"# mY[GeV]","log10(tau/ns)"
114.6255388925808,-1.85971943887775559
114.61823218243602,-1.84769539078156297
114.61101813363288,-1.8356713426853708
114.60381047062823,-1.82364729458917818
114.59660867547811,-1.81162324649298601
114.58941228477713,-1.79959919839679383
114.58222088266393,-1.78757515030060121
114.57503409487656,-1.77555110220440904
114.56785158367745,-1.76352705410821642
114.56067304350437,-1.75150300601202424
114.5534981972277,-1.73947895791583162
114.54632679291869,-1.72745490981963945
114.5391586010485,-1.71543086172344683
114.53199341205284,-1.70340681362725466
114.52483103420742,-1.69138276553106204
114.5176712917692,-1.67935871743486986
114.51350161281722,-1.66733466933867724
114.50199066014795,-1.65531062124248507
114.49050482516931,-1.64328657314629245
114.47902388002025,-1.63126252505010028
114.4675482716746,-1.61923847695390766
114.45607850329466,-1.60721442885771548
114.44461514334694,-1.59519038076152286
114.43315883655217,-1.58316633266533069
114.4217103171147,-1.57114228456913851
114.41027042480559,-1.5591182364729459
114.39884012464333,-1.54709418837675372
114.3874205311482,-1.5350701402805611
114.37601293846015,-1.52304609218436893
114.36461885804276,-1.51102204408817631
114.35324006630131,-1.49899799599198413
114.34187866529459,-1.48697394789579152
114.33053716094335,-1.47494989979959934
114.31921856491502,-1.46292585170340672
114.3079265289908,-1.45090180360721455
114.30015118646244,-1.43887775551102193
114.2825942631465,-1.42685370741482975
114.2650437212131,-1.41482965931863713
114.24749318086242,-1.40280561122244496
114.22994264209622,-1.39078156312625234
114.21239210491629,-1.37875751503006017
114.19484156932442,-1.36673346693386755
114.17729103532241,-1.35470941883767537
114.15974050291203,-1.3426853707414832
114.14218997209507,-1.33066132264529058
114.12463944287333,-1.3186372745490984
114.10708891524858,-1.30661322645290578
114.08953838922265,-1.29458917835671361
114.07440113515938,-1.28256513026052099
114.04668565775302,-1.27054108216432882
114.01895441361827,-1.2585170340681362
113.99122322058733,-1.24649298597194402
113.96349207833696,-1.2344689378757514
113.93576098654658,-1.22244488977955923
113.90802994489842,-1.21042084168336661
113.88029895307726,-1.19839679358717444
113.85256801077055,-1.18637274549098182
113.82483711766835,-1.17434869739478964
113.79710627346333,-1.16232464929859702
113.76937547785067,-1.15030060120240485
113.74164473052811,-1.13827655310621267
113.71391403119588,-1.12625250501002006
113.68618337955671,-1.11422845691382788
113.6584527753157,-1.10220440881763526
113.63072221818045,-1.09018036072144309
113.602991707861,-1.07815631262525047
113.57526124406962,-1.06613226452905829
113.54753082652111,-1.05410821643286568
113.53076487124548,-1.0420841683366735
113.48575853290785,-1.03006012024048088
113.4407995787278,-1.01803607214428871
113.39584832088036,-1.00601202404809609
113.35090539207386,-0.993987975951903913
113.30597149632307,-0.981963927855711294
113.26104741928592,-0.969939879759519119
113.21613404045162,-0.9579158316633265
113.17123234757992,-0.945891783567134326
113.12634345389077,-0.933867735470941707
113.08146861863707,-0.921843687374749532
113.03660927186226,-0.909819639278557357
112.99176704437163,-0.897795591182364738
112.94694380424484,-0.885771543086172564
112.90214170161744,-0.873747494989979945
112.85736322400271,-0.86172344689378777
112.81261126516581,-0.849699398797595151
112.7678892115886,-0.837675350701402976
112.7232010519995,-0.825651302605210358
112.67855151748098,-0.813627254509018183
112.63394626259935,-0.801603206412825564
112.58939210228849,-0.789579158316633389
112.54489732559314,-0.77755511022044077
112.50047211702798,-0.765531062124248596
112.45608875548946,-0.753507014028055977
112.41305025870821,-0.741482965931863802
112.34498437418083,-0.729458917835671183
112.27691868811856,-0.717434869739479009
112.20885320214039,-0.70541082164328639
112.14078791788295,-0.693386773547094215
112.07272283700077,-0.68136272545090204
112.0046579611665,-0.669338677354709422
111.93659329207125,-0.657314629258517247
111.8685288314247,-0.645290581162324628
111.8004645809555,-0.633266533066132453
111.73240054241144,-0.621242484969939834
111.66433671755968,-0.60921843687374766
111.59627310818719,-0.597194388777555041
111.52820971610086,-0.585170340681362866
111.46014654312786,-0.573146292585170247
111.39208359111586,-0.561122244488978072
111.32402086193343,-0.549098196392785454
111.25595835747023,-0.537074148296593279
111.18789607963735,-0.52505010020040066
111.11983403036758,-0.513026052104208485
111.05177221161584,-0.501002004008015866
110.98371062535931,-0.488977955911823692
110.91564927359791,-0.476953907815631517
110.84758815835453,-0.464929859719438898
110.79531984473674,-0.452905811623246724
110.71112643103646,-0.440881763527054105
110.62716148382516,-0.42885771543086193
110.54330059298184,-0.416833667334669311
110.45956402894517,-0.404809619238477136
110.37597769274741,-0.392785571142284518
110.29257521694853,-0.380761523046092343
110.20940108313376,-0.368737474949899724
110.12651538016837,-0.356713426853707549
110.0440013075431,-0.34468937875751493
109.96197746797955,-0.332665330661322756
109.88061894024375,-0.320641282565130137
109.80019543752977,-0.308617234468937962
109.72114523812893,-0.296593186372745343
109.64423125802485,-0.284569138276553168
109.57090993938041,-0.27254509018036055
109.50435107764565,-0.260521042084168375
109.45300698861233,-0.2484969939879762
109.44947576267906,-0.236472945891783581
109.74827098400746,-0.224448897795591407
109.96972218321201,-0.212424849699398788
109.92398047347304,-0.200400801603206613
109.88365252057586,-0.188376753507013994
109.84972487709473,-0.17635270541082182
109.82343930477523,-0.164328657314629201
109.80638100496134,-0.152304609218437026
109.80060617133503,-0.140280561122244407
109.8088309514565,-0.128256513026052232
109.83471931816919,-0.116232464929859614
109.88333602616945,-0.104208416833667439
109.9618867755626,-0.09218436873747482
110.08098314968176,-0.0801603206412826452
110.23230271938102,-0.0695651003543175661
112.46645851721222,-0.0687610028122522948
114.20224886035436,-0.0681362725450900264
114.70061431504341,-0.0679569052701870374
116.9347701128746,-0.0671528077281217384
119.16892591070578,-0.0663487101860565087
121.40308170853697,-0.0655446126439912374
123.63723750636817,-0.0647405151019259939
125.87139330419939,-0.0639364175598607087
128.10554910203055,-0.0631323200177954374
130.33970489986174,-0.06232822247573018
